car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,selling_price
18,6,31180,1,0,1,700000
18,6,50000,0,1,0,700000
18,7,80000,0,1,0,450000
27,4,35000,0,0,0,230000
100,4,18767,1,0,0,760000
11,6,37006,1,1,0,525000
9,4,40000,0,0,1,900000
63,9,78000,0,1,1,951000
15,5,84000,0,1,0,500000
20,8,168000,1,1,1,1350000
43,7,89000,1,1,1,1650000
15,5,65000,1,1,0,480000
15,5,90000,1,1,1,715000
9,6,63000,1,1,0,550000
8,8,100000,0,1,0,500000
4,14,63000,1,0,0,120000
0,1,10326,2,0,0,350000
18,6,64700,1,0,1,690000
21,4,35000,1,0,1,349000
8,5,53400,1,0,0,675000
18,7,98000,0,1,0,580000
7,9,50500,1,0,0,325000
16,8,113414,1,1,0,430000
7,3,36000,1,0,0,565000
36,5,12000,1,0,1,475000
5,13,57215,0,0,0,160000
1,7,165000,0,1,0,416000
4,10,120000,0,3,0,250000
0,5,40000,0,0,0,265000
94,3,17500,1,0,0,1335000
15,4,63452,1,1,1,695000
0,2,12000,1,0,0,285000
18,4,44897,1,0,1,850000
28,6,35000,0,1,0,850000
3,4,93456,1,1,0,825000
3,5,35000,1,0,1,721000
13,4,44000,0,1,0,2100000
28,7,120000,0,1,0,800000
11,4,29000,1,0,0,750000
24,7,103000,1,1,0,785000
59,1,20000,1,1,0,1795000
36,4,40000,0,0,1,400000
22,4,32650,2,0,0,510000
30,6,70000,0,1,0,425000
7,3,34000,1,1,1,725000
4,5,29000,1,0,0,365000
33,3,10000,0,1,0,500000
49,4,21000,0,1,1,1450000
9,7,85000,1,1,0,575000
5,12,50000,0,0,0,200000
20,8,140305,1,1,0,1375000
17,5,39000,1,0,0,920000
2,4,110000,0,1,0,670000
42,6,40000,1,1,0,665000
36,7,53412,1,0,1,300000
15,4,60000,1,1,1,600000
0,6,66000,1,0,1,325000
18,7,57000,1,0,0,620000
1,2,30000,0,0,0,600000
46,3,11128,1,2,0,875000
8,5,7000,1,0,0,665000
7,11,36000,0,0,0,350000
46,4,77900,1,1,0,875000
61,5,80000,0,1,0,1050000
16,11,55000,1,0,0,375000
14,4,9000,1,0,0,595000
28,9,54000,1,1,0,430000
3,3,25000,1,1,0,850000
15,8,120000,0,1,0,350000
5,11,45000,1,0,0,190000
11,6,90000,0,1,0,500000
1,4,60000,0,1,0,510000
5,12,70000,0,0,0,230000
2,9,90000,0,0,0,310000
14,4,20000,1,0,0,770000
29,2,45800,1,1,0,1050000
2,5,60000,0,1,0,700000
18,11,68000,1,0,0,325000
7,6,78000,1,1,0,465000
36,6,40000,0,0,1,400000
46,2,9001,1,0,1,1059000
13,4,86032,1,1,0,1850000
17,4,90000,0,0,0,1180000
89,7,41700,1,0,1,5200000
21,2,10000,0,0,1,400000
2,9,50000,1,0,0,435000
6,2,14351,1,0,0,1090000
11,7,73000,0,1,0,545000
7,5,58000,1,1,1,595000
0,4,70000,0,0,0,270000
13,6,125000,1,1,0,895000
21,3,42000,1,0,0,400000
8,15,70000,0,1,0,125000
51,1,2000,1,0,0,437000
34,9,70000,1,1,0,385000
14,1,2441,1,0,1,875000
34,7,68000,1,1,0,485000
13,7,86606,1,1,0,995000
47,5,53000,1,1,0,845000
14,4,27232,1,0,0,695000
3,5,79000,1,1,0,550000
44,4,40000,0,0,1,3100000
4,7,67532,1,2,0,315000
15,5,50000,1,1,0,525000
5,10,64000,1,0,0,235000
22,6,25000,0,0,0,390000
17,6,110000,0,1,0,1100000
9,8,54000,1,1,0,315000
19,11,35000,0,1,0,260000
15,7,71000,1,1,0,385000
46,4,20000,0,0,0,750000
13,4,27000,1,1,0,1485000
4,14,70000,0,0,0,125000
21,6,32000,1,0,0,245000
3,7,74300,1,0,1,649000
39,6,70000,1,0,1,1185000
5,8,70000,0,0,0,225000
40,3,17000,1,1,1,2675000
5,11,70000,0,0,0,190000
14,3,15000,0,0,0,710000
15,5,57102,1,1,0,675000
33,2,10000,0,0,0,500000
23,2,10000,0,0,1,575000
14,4,26251,1,0,0,662000
22,5,103000,1,1,0,525000
53,14,52483,1,1,1,1050000
31,5,35000,1,0,0,500000
0,6,16000,1,0,1,388000
8,9,88500,1,1,0,550000
18,2,15000,0,1,0,1050000
31,8,87000,1,1,0,415000
13,6,50000,0,1,0,1400000
0,16,70000,0,0,0,85000
27,4,80000,0,0,0,259000
0,10,30000,0,0,0,251000
2,5,68000,0,1,0,620000
22,8,100000,0,1,0,400000
32,4,76000,1,1,0,850000
7,2,5000,0,0,0,600000
16,10,79000,1,1,0,349000
4,3,2000,1,0,0,450000
0,5,29289,1,0,0,239000
22,8,78000,1,0,1,500000
77,7,77000,1,1,1,795000
51,5,55000,1,0,0,355000
80,6,30000,0,1,1,5500000
15,8,43000,1,0,1,445000
4,4,43000,1,2,0,399000
7,2,25500,0,0,0,600000
54,9,129000,1,1,1,1950000
5,10,40300,1,0,0,335000
7,10,88000,1,1,0,265000
2,9,60000,0,1,0,360000
18,4,30000,0,0,0,850000
1,7,50000,0,0,0,350000
21,6,19000,1,0,0,335000
37,5,60000,0,0,0,350000
43,8,80000,1,1,1,1600000
9,8,57000,1,1,0,425000
49,4,110000,0,1,0,950000
20,8,110000,0,1,0,1150000
64,5,72000,1,1,1,580000
27,3,50000,0,0,0,250000
34,7,56000,0,1,0,385000
5,7,59586,1,0,0,300000
9,8,80000,1,1,0,450000
2,9,70000,1,1,0,470000
18,6,46046,1,0,0,625000
16,4,49000,1,1,1,950000
16,7,42000,1,0,1,575000
2,5,10487,1,0,0,449000
43,5,96500,1,1,1,2500000
11,5,45000,1,0,0,725000
16,9,116000,1,1,0,400000
5,7,32111,2,0,0,310000
4,11,80000,0,0,0,150000
18,6,90000,0,1,0,620000
23,2,25000,1,0,1,545000
11,6,102000,0,0,0,551000
15,4,30503,2,0,1,645000
2,9,115777,1,1,0,475000
32,3,40000,0,1,0,735000
9,5,73000,1,1,1,895000
48,6,40000,1,1,0,650000
5,8,45000,0,0,0,280000
34,6,52752,1,0,0,390000
52,10,55000,1,0,1,1340000
33,5,50500,0,1,0,380000
21,3,12500,0,0,1,345000
14,4,55087,1,0,0,605000
24,8,92000,1,1,0,885000
7,4,5000,0,0,0,570000
3,6,50000,1,1,0,550000
13,2,26000,1,1,0,1800000
11,4,39000,1,1,0,650000
21,3,28000,0,0,0,345000
23,13,69000,1,0,0,125000
1,7,45135,1,1,0,360000
19,8,108875,1,1,0,450000
8,8,79345,1,1,0,550000
66,6,68000,1,1,1,1275000
36,5,50000,0,0,0,450000
28,8,88000,1,1,0,585000
20,2,590000,1,1,0,2850000
15,10,80000,1,1,0,360000
80,8,89000,1,1,1,2000000
44,7,65000,1,1,1,1850000
0,5,35000,0,0,0,280000
8,11,122661,0,0,0,150000
8,9,80000,0,1,0,490000
8,8,65278,1,1,0,425000
21,5,7000,1,0,0,325000
24,9,73615,1,1,0,625000
15,5,50000,0,1,0,700000
18,6,78000,1,1,0,725000
11,6,64000,1,1,0,695000
0,4,100000,0,0,0,310000
28,3,35000,0,1,0,1200000
19,14,120000,0,1,0,190000
13,11,120000,1,1,0,511000
0,5,67100,1,0,0,275000
2,7,50000,0,0,0,400000
0,8,13000,1,0,0,215000
2,2,15500,1,1,0,940000
14,4,40000,0,0,0,575000
7,8,54000,1,0,0,340000
18,4,22000,1,0,0,825000
4,5,37485,1,0,0,365000
4,2,30000,0,0,0,500000
23,2,11500,1,0,0,530000
46,6,72000,0,1,0,700000
4,4,24500,1,0,0,382000
7,8,57300,1,1,0,340000
46,8,81754,1,1,0,670000
16,8,58212,1,0,0,400000
22,3,50000,0,0,0,550000
2,3,41000,1,0,0,579000
0,13,60000,0,0,0,97000
0,7,2620,1,0,0,275000
28,5,51000,1,1,0,960000
32,5,36355,1,1,0,765000
5,9,66500,1,0,0,260000
2,6,42000,1,0,0,585000
13,5,66240,1,1,0,1675000
3,3,22128,1,1,0,1135000
3,5,72000,1,1,0,660000
17,4,38425,1,1,0,960000
16,9,79324,1,0,0,490000
36,4,30000,0,1,0,350000
51,2,30000,0,0,0,370000
15,4,50000,0,1,0,680000
5,7,82000,1,0,0,385000
34,9,67000,1,1,0,465000
54,9,98000,1,1,1,2000000
22,5,7500,0,0,0,650000
15,10,73704,1,1,0,380000
11,3,10000,0,0,0,780000
2,3,24000,1,0,0,615000
4,5,63200,1,0,0,375000
2,4,35000,1,1,0,500000
8,7,71000,1,1,0,495000
0,7,25000,1,0,0,265000
42,5,50000,0,0,0,650000
15,6,59000,1,0,0,650000
4,10,64000,1,2,0,225000
15,5,78051,1,0,0,625000
53,10,64332,1,1,1,1050000
17,6,81000,1,1,0,975000
0,8,70000,0,0,0,220000
0,8,30000,1,0,0,249000
4,5,65000,1,0,0,390000
8,8,50000,0,0,0,510000
2,3,24132,1,0,0,625000
42,6,35380,1,1,0,660000
37,3,22000,1,0,0,400000
7,9,120000,0,1,0,360000
14,3,20000,0,0,0,570000
36,4,39400,1,2,0,475000
7,6,73255,1,1,0,556000
30,3,15850,1,1,0,690000
0,3,20000,0,0,0,310000
5,11,68000,1,0,1,325000
18,6,50000,0,1,0,750000
39,14,152358,1,0,1,600000
27,4,45138,1,0,0,322000
48,3,22000,1,1,0,835000
21,2,13000,0,0,0,370000
7,3,42321,1,1,0,763000
46,5,41974,1,1,0,811000
22,8,75000,1,1,0,325000
3,7,150000,0,1,0,470000
2,6,80000,0,1,0,430000
18,10,84470,1,0,0,425000
5,5,50000,0,0,0,428000
43,13,96000,0,0,1,1600000
2,3,9300,1,0,0,675000
15,5,70000,0,1,0,570000
34,1,18489,1,0,0,700000
14,2,30000,0,0,0,675000
0,7,16600,1,0,0,265000
2,4,5000,0,0,0,557000
16,3,16000,1,0,0,760000
18,3,20000,1,0,0,870000
4,13,80000,0,0,0,150000
77,6,50000,1,0,1,850000
76,5,65000,1,0,1,1975000
13,3,65000,1,1,0,1950000
15,8,208000,0,1,0,360000
22,7,43000,1,1,0,299000
2,11,120000,0,0,0,325000
14,4,33620,1,0,0,632000
1,7,56000,1,1,0,325000
3,4,50000,0,1,0,650000
22,7,55200,1,0,0,375000
24,4,60000,1,1,0,1500000
84,5,90300,1,1,0,4050000
7,7,52000,1,0,0,361000
81,1,1200,0,0,0,500000
15,3,20825,1,0,1,770000
8,9,70000,0,1,0,600000
36,7,49000,1,0,1,335000
42,5,66000,1,0,0,530000
22,6,15000,0,1,0,525000
34,4,55000,1,0,0,675000
4,2,8401,1,0,1,545000
41,4,100000,0,1,0,450000
93,7,79000,1,1,1,1200000
7,5,49000,1,0,0,490000
18,13,100000,0,0,0,200000
1,3,20000,0,0,0,520000
2,9,87000,1,1,0,460000
99,2,10000,0,1,1,5500000
24,9,90000,0,1,0,611000
51,7,50000,0,0,0,250000
7,3,43071,1,1,0,750000
7,3,43089,1,1,0,750000
42,6,61000,1,0,0,495000
71,3,52000,1,1,0,850000
4,5,42000,1,0,1,445000
13,7,60000,1,1,0,775000
57,8,40000,1,1,1,1700000
23,12,80000,0,0,0,125000
5,7,49000,1,0,0,265000
36,5,20000,1,0,1,470000
62,5,38646,1,1,1,7200000
38,5,45000,1,1,1,3590000
21,3,48500,1,0,0,385000
1,5,15000,0,0,0,390000
25,1,35000,0,1,0,700000
94,4,21000,1,0,1,1499000
47,6,100000,0,1,0,585000
27,3,15000,0,0,0,365000
0,5,32903,1,0,0,347000
21,4,28000,0,0,0,290000
0,5,30000,0,0,0,228000
26,4,35000,1,0,0,510000
21,4,40000,0,0,0,260000
4,9,66000,1,0,0,291000
2,8,34000,1,1,0,325000
13,12,125000,1,1,0,650000
31,9,55261,1,1,0,215000
18,3,25000,0,0,0,1050000
2,12,57000,1,0,0,275000
51,5,63530,0,0,0,245000
17,4,35000,0,1,0,1125000
15,6,60000,0,1,0,495000
34,2,36800,1,1,0,675000
46,9,90339,1,0,0,495000
46,9,67000,1,1,0,625000
40,5,120000,1,1,1,2100000
1,6,40000,0,0,0,350000
46,7,36000,1,0,0,645000
4,6,18650,1,0,0,299000
13,11,125000,0,1,0,550000
24,3,10000,0,1,1,1400000
14,5,23243,1,0,0,687000
30,3,50000,0,1,0,800000
11,4,44771,1,0,0,800000
2,9,80000,1,0,0,350000
1,2,9000,1,0,0,595000
13,2,46000,1,1,1,1811000
4,10,66000,1,0,0,245000
15,5,61483,2,0,0,450000
5,10,49000,1,0,0,249000
9,4,36000,1,1,0,680000
19,7,30000,0,1,0,575000
0,11,98499,1,0,0,185000
44,7,67700,1,1,1,1550000
15,7,63000,1,1,0,595000
24,8,100000,0,1,0,700000
2,2,30000,0,0,0,680000
22,3,40000,0,1,0,750000
31,10,150000,0,1,0,250000
5,5,32886,1,0,0,449000
34,3,26193,1,0,1,972000
24,2,30000,0,1,0,1670000
46,4,49000,1,2,0,775000
4,7,61000,1,0,0,350000
58,2,7000,1,1,1,7985000
4,12,82149,1,0,0,220000
1,5,33000,0,0,0,450000
42,5,49000,1,0,0,575000
20,4,90000,1,1,0,2600000
7,7,56000,1,0,0,401000
28,6,95006,1,1,0,850000
66,4,30000,1,0,1,1950000
4,17,50000,0,0,0,80000
18,6,51000,1,0,0,525000
9,7,75000,1,1,0,565000
24,6,30000,0,1,0,820000
34,5,78000,1,0,0,450000
51,2,30000,0,0,0,345000
89,6,19500,1,1,1,5700000
15,10,120000,0,1,0,421000
32,3,48000,1,1,0,855000
25,3,16000,0,0,0,480000
4,7,27066,1,0,0,325000
5,11,77739,1,0,1,290000
0,7,53000,1,0,0,290000
18,6,80484,1,0,1,650000
3,4,55000,1,1,0,685000
4,4,42000,1,0,0,360000
57,10,70000,1,1,1,1550000
22,7,43000,1,1,0,345000
89,9,30000,1,1,1,3300000
22,6,72000,1,1,0,425000
23,2,7395,1,0,0,480000
13,8,277000,0,1,0,950000
31,10,45452,1,0,0,175000
3,8,98813,1,1,0,350000
23,11,60000,0,0,0,175000
24,5,143210,1,1,1,1275000
22,8,31497,1,0,0,393000
46,7,55392,1,2,0,650000
60,13,58000,1,0,0,195000
32,2,19000,1,1,1,1035000
7,6,87020,1,0,0,550000
8,10,54000,1,0,0,451000
66,7,36000,1,0,1,1100000
18,4,46497,1,0,1,930000
15,9,80000,0,0,0,400000
45,4,40159,2,0,0,440000
23,3,31286,2,2,0,500000
7,5,100000,0,1,0,535000
23,11,40000,1,0,0,210000
7,2,20000,0,0,0,530000
49,3,57000,0,1,0,1025000
51,9,96500,0,2,0,170000
0,7,60000,0,0,0,315000
17,5,27000,1,1,0,1199000
18,9,29512,1,0,0,380000
2,7,44000,1,0,0,380000
0,5,24000,1,0,0,275000
32,4,32000,1,1,0,725000
46,5,42000,1,1,0,699000
28,4,42000,1,1,0,935000
1,6,70000,0,0,0,400000
32,3,50000,0,1,0,895000
32,3,36000,1,1,0,800000
7,6,38000,1,0,0,485000
0,14,49251,1,0,0,175000
54,8,128000,1,1,1,1874000
26,4,27726,1,0,1,565000
2,8,62000,1,1,0,425000
9,9,58000,0,1,0,500000
6,2,35000,0,1,0,980000
2,6,51000,0,0,0,450000
18,3,10000,0,0,1,1150000
53,8,68000,1,1,1,1690000
7,3,25000,1,1,0,790000
53,6,65000,1,1,1,2500000
56,12,65000,1,0,1,1500000
21,3,16000,1,0,1,465000
15,3,36725,1,0,1,725000
11,5,77185,1,0,0,600000
17,3,25000,0,1,0,1500000
7,11,42500,1,1,0,219000
11,6,49986,1,1,0,610000
0,7,37779,1,0,0,220000
24,4,62000,1,1,0,1345000
43,6,87000,1,1,1,2480000
7,9,70000,0,1,0,499000
12,7,75000,1,1,1,1475000
42,5,18000,0,0,0,540000
21,4,19000,1,0,1,365000
15,12,68000,1,0,0,210000
51,7,161209,1,0,0,250000
21,3,36000,1,0,1,395000
8,9,100000,0,1,0,360000
18,12,60000,1,0,0,255000
60,13,60000,0,0,0,350000
5,7,62000,1,0,0,310000
31,11,56000,1,1,0,325000
18,10,70778,1,0,0,360000
7,10,35000,0,0,0,270000
46,5,10000,0,0,0,750000
14,4,70000,0,0,0,500000
8,2,4900,1,0,0,945000
53,8,140000,1,1,1,1500000
15,5,35000,0,1,0,570000
4,9,43000,1,0,0,245000
24,4,56000,1,1,0,925000
11,5,55000,0,0,0,650000
2,2,47527,1,1,0,900000
17,4,48000,1,1,0,985000
17,6,45000,1,0,0,875000
23,13,60000,1,0,0,135000
13,8,128000,1,1,0,975000
77,4,53958,1,1,1,1370000
3,8,71000,1,1,0,475000
14,4,26000,1,0,0,725000
20,4,40000,0,0,1,2600000
28,13,97000,1,1,0,355000
2,6,47000,1,0,0,540000
31,6,44566,1,1,0,580000
7,3,23000,0,0,0,750000
20,10,120000,0,1,0,850000
14,4,24000,1,0,0,565000
4,3,10000,0,0,0,391000
24,6,42561,1,1,0,975000
71,4,86300,1,1,0,800000
40,2,18000,1,1,1,2725000
20,3,57000,0,1,0,2650000
8,8,50000,0,0,0,530000
31,10,57349,1,1,0,185000
15,6,38700,0,1,0,720000
41,4,64000,0,1,0,390000
22,2,8700,0,0,0,750000
16,2,4200,1,0,0,875000
46,5,44160,1,1,0,670000
24,9,68420,1,1,0,615000
19,4,84667,0,1,0,650000
22,3,17362,1,0,0,825000
58,2,19000,0,1,1,7900000
24,7,80594,1,1,0,725000
43,10,35000,1,1,1,1150000
34,4,18171,1,0,0,598000
14,5,22000,1,0,0,625000
24,8,90000,0,1,0,700000
15,8,40000,0,0,0,400000
0,3,5000,0,0,0,350000
14,4,23200,1,0,0,610000
51,7,53000,0,2,0,395000
19,10,70000,0,1,0,400000
3,6,80000,0,1,0,585000
2,3,86516,1,0,0,750000
36,3,14500,0,0,0,400000
6,2,21000,1,0,1,1199000
1,7,39000,0,0,0,410000
18,6,80540,1,1,0,585000
7,5,20000,0,0,0,450000
18,11,50000,0,0,1,310000
36,5,29330,1,0,1,451000
66,11,64400,1,0,1,399000
51,11,106000,1,2,0,230000
15,3,40000,0,1,0,750000
18,4,37000,1,0,0,950000
1,7,89000,1,1,0,425000
0,3,5000,0,0,0,325000
29,2,18000,0,1,0,1025000
7,7,41305,1,0,0,425000
18,12,80661,1,0,0,390000
15,4,124000,1,1,0,590000
67,2,40000,0,1,0,900000
13,9,126657,1,1,0,535000
18,4,44316,1,0,0,740000
32,5,100000,0,1,0,642000
13,13,132838,0,1,0,400000
34,8,56000,1,0,0,355000
0,9,25000,0,0,0,270000
5,8,37200,1,0,0,250000
15,8,65000,0,1,0,480000
53,4,52000,1,1,1,2950000
15,7,40000,0,1,0,550000
22,8,48000,1,1,0,299000
1,7,29000,1,0,0,385000
2,7,48000,1,0,0,490000
8,8,64001,1,0,1,449000
11,4,58000,1,0,0,750000
27,5,64968,1,0,0,250000
17,4,41275,1,0,1,1150000
5,10,15000,0,0,0,500000
15,4,41000,1,1,0,470000
33,3,60000,0,1,0,425000
1,3,31834,1,1,0,598000
15,13,82400,1,1,0,255000
37,5,120000,0,0,0,200000
13,6,199253,1,1,0,1151000
1,6,41000,1,0,0,368000
18,2,21000,1,1,0,1050000
0,7,48255,1,0,0,250000
21,1,2300,0,0,0,375000
15,3,9313,1,0,1,745000
36,4,55000,1,0,1,450000
59,2,28000,1,1,0,1650000
27,4,10000,0,0,0,350000
34,8,54000,1,0,1,525000
8,9,85000,1,1,0,450000
43,4,57000,1,0,1,2550000
34,8,55000,1,0,0,495000
7,6,18056,1,0,0,460000
32,2,21000,1,1,1,1111000
17,4,24000,1,0,0,1055000
23,14,40000,0,0,0,95000
34,2,45000,1,0,0,650000
48,3,19000,1,1,0,900000
3,8,74000,1,1,0,565000
0,3,17000,1,0,0,345000
15,9,58000,0,0,0,430000
17,5,37895,1,1,0,709000
8,8,120000,0,1,0,375000
0,14,90000,0,0,0,80000
68,2,4000,0,0,0,890000
46,7,42000,1,1,0,750000
7,4,27000,1,0,0,570000
34,5,60000,0,0,0,485000
19,7,78000,1,1,0,550000
2,11,50000,0,0,0,245000
1,7,36000,1,0,0,440000
38,4,5200,1,1,1,5350000
4,5,46613,2,0,0,345000
1,6,54000,1,0,0,365000
71,3,19790,1,0,0,770000
34,6,80000,1,1,0,499000
93,7,59864,1,1,0,1100000
15,3,31000,1,0,0,675000
24,5,57000,1,1,0,993000
1,5,5000,0,1,0,535000
11,5,70000,0,1,0,650000
66,6,34000,1,0,1,1160000
42,3,14000,1,0,1,775000
13,4,36639,1,1,1,1650000
46,8,74000,1,1,0,655000
0,10,40000,0,0,0,170000
28,12,80000,1,1,0,525000
9,4,30000,0,1,0,1150000
8,11,50000,1,1,1,199000
5,11,69000,1,0,0,300000
32,5,33254,1,1,0,825000
15,10,85000,1,0,0,225000
6,2,27000,1,0,0,995000
24,4,65000,1,1,1,1175000
24,3,20306,1,1,1,1899000
15,10,51000,1,0,0,340000
7,6,19000,1,0,0,511000
4,5,50000,0,0,1,425000
2,4,48000,1,0,0,565000
80,8,63000,1,1,1,2250000
8,8,83000,1,1,1,470000
12,8,73000,1,1,1,1075000
16,10,56238,1,1,0,415000
16,6,53000,1,0,1,575000
47,11,61000,1,1,0,195000
15,3,50000,0,1,0,675000
0,15,15000,0,0,0,120000
19,3,55000,0,1,0,800000
37,4,15759,1,0,0,260000
20,8,83000,1,1,1,1280000
25,3,15000,0,0,0,450000
7,5,40000,0,1,0,500000
11,5,120000,0,1,0,700000
1,7,70000,1,0,1,430000
13,4,68000,1,1,1,1450000
8,6,70000,0,0,0,525000
33,2,5000,1,0,0,575000
34,9,58000,1,0,0,319000
33,3,36500,0,0,0,420000
14,4,35092,1,0,0,545000
8,4,49000,1,1,1,1120000
24,6,47300,1,1,0,745000
21,5,76000,0,0,0,210000
11,3,19000,1,1,0,750000
2,4,45000,0,0,0,600000
43,4,35000,0,1,1,3100000
15,7,87500,0,1,0,560000
21,2,8500,0,0,0,440000
5,10,68000,0,0,0,250000
0,3,40737,1,0,0,325000
24,6,40000,0,1,0,950000
18,4,25000,0,0,1,1100000
15,11,52000,0,0,0,250000
17,3,40000,1,1,0,1075000
4,6,21321,1,0,0,386000
14,5,50000,0,0,0,575000
0,4,66000,1,0,0,320000
36,2,20000,1,0,1,565000
31,6,59000,1,1,0,410000
2,4,37000,1,1,0,680000
32,2,25000,0,1,0,800000
36,6,28951,1,0,1,448000
21,2,14000,0,0,0,390000
52,4,23000,1,1,1,3150000
11,7,34900,1,1,0,575000
4,4,24000,1,0,0,450000
18,14,62683,1,0,1,225000
4,7,70000,0,0,0,325000
14,1,10000,0,0,1,825000
80,4,18000,1,1,1,6900000
36,4,19000,0,0,0,410000
23,2,10000,0,0,1,558000
77,8,50000,0,0,0,900000
18,9,70000,0,0,0,625000
1,2,15000,0,0,0,525000
11,5,49000,1,1,0,625000
1,2,11000,1,0,0,625000
16,8,83469,1,1,0,485000
67,3,19026,1,1,0,1000000
42,6,40876,1,0,0,490000
57,8,44000,1,1,1,1675000
4,4,40000,0,2,0,330000
57,7,28000,1,1,1,3190000
3,7,54000,1,1,0,520000
11,4,28297,1,1,0,775000
1,3,30000,0,0,0,525000
4,3,9450,1,0,1,412000
7,6,45000,1,1,0,475000
2,3,41000,1,0,0,650000
