car_name,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,selling_price
14,2,5000,0,0,0,610000
15,4,50907,1,1,1,680000
15,4,38000,1,1,0,585000
22,7,67000,1,1,0,330000
8,2,9000,1,1,0,950000
22,6,25000,0,0,0,350000
22,3,54000,1,1,0,650000
71,4,127991,1,1,0,675000
46,7,26000,1,0,0,530000
7,13,65123,1,1,0,340000
28,5,112000,1,1,0,900000
4,4,50000,0,0,0,370000
0,9,61043,1,0,0,210000
1,4,20000,1,0,0,436000
32,4,55000,0,1,0,800000
46,7,72372,1,1,0,675000
18,6,38200,1,0,0,589000
14,4,70000,0,0,0,625000
1,2,10000,0,0,1,650000
32,5,120000,0,1,0,600000
34,4,76500,1,1,0,570000
31,10,32153,1,1,0,225000
31,10,123000,0,1,0,180000
66,8,40000,0,0,0,430000
91,2,16320,1,1,0,1600000
47,11,120000,0,1,0,200000
24,6,79000,1,1,0,1150000
4,15,70000,0,0,0,78000
7,6,25000,0,0,0,380000
28,10,23000,0,1,0,600000
30,4,35000,0,0,0,475000
18,7,60000,0,0,0,500000
4,8,16000,1,0,0,299000
9,5,37000,1,1,0,565000
3,7,40000,1,1,0,495000
13,3,69000,1,1,0,2090000
42,12,76000,1,0,0,265000
19,2,20000,0,1,0,750000
7,9,38000,1,0,0,320000
19,5,64172,1,1,0,690000
8,5,53075,1,0,1,675000
67,1,3500,0,0,0,650000
4,5,60000,0,0,0,324000
42,5,42000,1,1,0,425000
0,4,36000,1,0,0,275000
8,5,16300,0,0,0,750000
67,3,26000,0,0,0,600000
1,3,10000,0,0,0,450000
21,5,45049,1,0,0,320000
0,5,10000,0,0,0,316000
3,2,11800,0,0,0,900000
18,4,52000,0,1,0,1100000
1,5,35000,0,0,0,410000
14,4,53000,1,1,0,696000
9,7,125000,0,1,0,425000
2,9,110000,0,0,0,280000
4,3,30000,0,0,0,390000
3,5,35000,0,1,0,640000
17,3,40000,0,1,0,915000
2,9,70000,1,1,0,330000
18,6,54700,1,1,0,600000
3,3,36000,1,1,0,825000
18,9,55000,1,0,0,379000
5,13,70000,1,0,0,239000
47,10,140000,0,1,0,215000
4,3,25000,0,0,0,400000
40,5,40000,0,1,1,2150000
7,2,10000,0,0,0,595000
19,10,120000,0,1,0,450000
4,11,50000,0,0,0,260000
29,1,5000,0,1,0,1100000
80,6,30000,0,1,1,5500000
7,8,63589,1,1,0,425000
2,6,51000,0,0,0,450000
34,7,59000,1,1,0,495000
15,3,60000,0,1,0,610000
13,12,160000,0,1,0,450000
41,5,40000,0,1,0,450000
47,5,64579,1,1,0,875000
17,6,35000,0,1,0,850000
44,10,69000,1,1,1,925000
0,2,8000,1,0,0,335000
18,5,55055,1,0,0,600000
21,2,15000,0,0,0,375000
44,11,74000,1,1,1,1100000
58,5,47270,1,1,1,4150000
7,7,80000,0,1,0,400000
7,5,35000,0,0,0,400000
27,3,14000,1,0,1,349000
27,3,25000,0,0,0,225000
41,4,40000,0,0,0,500000
46,6,58000,1,1,0,750000
0,2,5000,0,0,0,390000
0,7,50000,1,0,0,240000
9,4,36000,1,1,0,680000
13,6,51000,1,1,0,1090000
41,5,15000,0,0,0,400000
32,4,100000,0,1,0,760000
67,3,51000,1,1,0,775000
29,2,45800,1,1,0,1050000
15,2,30000,1,1,0,780000
2,4,29599,1,1,0,600000
16,8,90000,0,0,0,375000
7,6,79000,1,1,0,525000
2,11,100000,0,0,0,190000
43,6,31000,1,1,1,2150000
21,4,25000,0,0,0,285000
8,8,38000,0,0,0,450000
33,3,60000,0,1,0,375000
2,6,80000,0,0,0,500000
71,3,15299,1,1,0,800000
42,4,25428,1,0,0,520000
4,9,37000,0,0,0,250000
68,2,15000,0,0,0,1050000
18,3,11000,0,0,0,1100000
37,2,30000,0,0,1,550000
25,3,16000,0,0,0,480000
8,2,45000,1,1,0,1150000
9,7,90000,0,1,0,500000
67,3,10000,0,0,0,685000
31,10,46132,1,0,0,139000
0,6,40000,0,0,0,250000
8,8,60000,0,1,0,450000
22,5,56348,1,0,0,400000
41,5,15000,0,0,0,420000
7,7,64000,1,1,0,440000
22,2,5000,0,0,1,800000
21,3,12000,0,0,0,330000
21,4,9748,0,0,0,350000
42,5,48731,1,0,0,650000
28,7,100000,1,1,0,590000
18,5,27000,1,0,0,775000
33,3,25000,0,0,0,450000
24,6,30000,0,1,0,820000
8,5,70000,1,1,1,800000
11,6,40000,0,1,0,549000
6,1,2600,0,0,0,950000
3,7,80000,1,1,0,525000
15,10,85000,1,0,0,225000
30,6,79661,1,1,0,570000
5,9,70000,0,0,0,290000
3,8,34000,1,0,0,550000
18,10,84470,1,0,0,425000
2,3,25656,0,0,0,650000
1,4,73000,0,1,0,375000
15,11,100000,0,1,0,200000
1,1,1000,0,0,0,636000
18,6,46046,1,0,0,625000
5,6,54111,1,0,0,299000
42,6,40000,1,0,0,495000
18,4,80000,0,1,0,700000
15,4,10000,0,0,1,630000
1,3,58072,1,1,0,490000
20,2,1677,1,1,0,2950000
19,2,40000,0,1,0,700000
17,3,73185,1,1,0,1350000
7,7,89000,0,1,0,350000
15,2,10000,0,0,1,710000
19,8,200000,0,1,0,360000
2,8,30000,0,0,0,500000
4,5,16000,1,0,0,329000
33,2,5000,0,0,0,520000
0,11,60000,0,0,0,200000
18,10,102620,1,0,0,430000
0,7,110000,0,0,0,180000
0,6,50000,0,2,0,240000
2,5,19000,1,0,0,499000
17,2,15000,0,1,1,1300000
15,6,70000,0,1,0,580000
9,7,43001,1,1,0,449000
22,3,33000,0,0,0,550000
21,2,12123,0,0,0,375000
15,10,60682,1,1,0,450000
16,10,65000,1,1,0,265000
20,5,40000,1,1,1,2250000
7,9,50500,1,0,0,325000
21,5,35000,1,0,0,250000
31,8,80000,0,1,0,200000
79,7,93000,1,1,1,3450000
11,1,1685,0,0,0,810000
4,4,35000,1,0,0,350000
14,4,98521,1,1,0,650000
71,4,69700,1,1,0,775000
64,7,87232,1,1,0,260000
2,10,31280,1,0,0,150000
17,5,50000,0,1,0,960000
7,11,75000,0,0,0,250000
30,3,15850,1,1,0,690000
14,5,479000,1,1,0,479000
24,4,35000,0,1,0,1100000
0,6,20000,0,0,0,230000
46,2,7000,0,0,0,850000
13,6,169000,0,1,0,1200000
43,4,35000,0,1,1,3100000
32,2,40000,0,1,0,810000
5,8,47000,1,0,0,250000
45,4,13230,0,0,0,520000
4,14,60000,0,0,0,120000
7,8,80000,1,1,0,315000
19,4,70000,1,1,0,589000
48,4,15000,0,1,0,850000
30,5,19543,0,0,0,475000
2,3,25000,1,0,0,599000
46,4,40000,0,0,0,820000
9,4,100000,0,1,0,700000
5,6,15000,0,0,0,330000
31,9,23207,1,0,0,220000
26,4,15000,1,0,0,575000
7,7,44235,1,1,0,410000
15,5,57102,1,1,0,675000
46,5,46000,1,1,0,640000
15,5,67004,1,1,0,585000
94,2,10000,0,1,0,1699000
4,14,70000,0,0,0,125000
24,5,60000,0,1,1,1200000
64,6,70000,0,1,0,450000
21,5,15000,0,0,0,370000
3,6,75000,1,1,0,575000
15,7,50340,1,0,0,540000
11,5,34000,1,1,0,575000
31,11,56000,1,1,0,325000
46,4,62000,1,1,0,795000
71,4,86300,1,1,0,800000
7,3,13600,0,0,0,565000
0,3,20000,0,0,0,310000
0,6,28882,1,0,0,310000
47,8,60000,0,1,0,350000
15,8,80000,0,1,0,390000
15,4,110000,0,1,0,670000
21,3,38000,1,0,0,345000
0,3,15000,0,0,0,265000
46,9,57000,0,0,0,439000
14,1,3600,0,0,0,700000
7,7,78000,0,1,0,550000
17,2,15000,0,1,0,1050000
42,4,31000,1,0,0,489000
7,3,48000,0,1,0,600000
42,2,4065,1,0,0,810000
36,2,20000,1,0,1,565000
2,9,63817,1,1,0,515000
0,9,40000,0,0,0,170000
4,7,36000,1,0,0,310000
32,4,34000,1,1,0,650000
17,3,80000,0,1,0,910000
8,10,50000,0,0,0,170000
25,3,23000,0,1,0,710000
28,8,180000,0,1,0,450000
7,8,41000,1,0,0,330000
1,4,12000,1,0,0,445000
2,6,30000,0,0,0,650000
7,7,42120,1,0,0,470000
56,3,12500,0,0,1,5200000
14,3,20000,0,1,0,750000
9,5,80000,0,1,0,640000
2,3,25000,0,0,0,750000
9,9,130000,0,1,0,440000
15,5,100000,0,1,0,450000
28,7,15000,0,1,0,900000
16,2,4000,1,0,1,1250000
52,8,59654,1,1,1,1449000
18,7,146781,1,1,0,575000
5,4,32000,0,0,0,410000
38,13,50000,1,0,1,790000
27,4,13000,0,0,0,215000
46,5,50000,0,0,0,700000
18,7,47000,1,0,0,510000
5,11,45415,0,0,0,195000
18,7,58719,1,1,0,670000
15,4,21000,0,1,0,650000
21,2,4269,1,0,1,415000
18,2,57000,1,0,0,1060000
18,3,28000,1,1,0,899000
66,4,30000,1,0,1,1960000
13,4,70000,0,1,0,1380000
33,4,33000,1,1,0,495000
9,7,120000,0,1,0,500000
5,10,75000,1,0,0,225000
36,4,39000,1,0,1,425000
43,11,83001,1,1,1,1175000
8,8,120000,0,1,0,375000
1,6,77425,1,1,0,380000
19,1,15000,0,1,0,650000
13,4,40000,0,1,0,2000000
19,15,120000,0,1,0,255000
14,3,31000,1,0,0,630000
34,8,68000,1,0,0,359000
80,3,19000,1,1,1,8500000
21,5,28842,1,0,0,350000
4,3,60000,0,2,0,355000
18,5,60060,1,0,0,675000
4,11,80000,0,3,0,220000
18,4,14000,1,0,0,875000
1,3,23000,0,1,0,540000
15,5,84000,0,1,0,500000
23,13,38500,1,0,0,129000
20,9,70000,1,1,0,1399000
20,8,140305,1,1,0,1375000
1,6,35000,1,0,1,515000
5,13,55000,0,0,0,100000
15,4,35000,0,1,0,615000
31,9,50000,0,1,0,240000
22,7,45000,1,1,0,372000
55,6,27000,1,0,1,3999000
0,11,20000,0,0,0,150000
8,9,85000,1,1,0,450000
46,8,90000,0,0,0,500000
2,2,30000,0,0,0,680000
1,1,4350,0,0,0,725000
8,6,27500,1,0,0,490000
0,9,70000,0,0,0,170000
7,4,50000,0,1,0,555000
13,4,82000,0,1,0,1580000
3,3,57000,0,1,0,950000
19,3,40000,0,1,0,580000
2,11,20000,0,0,0,350000
0,12,110000,0,0,0,110000
15,10,65000,1,1,0,320000
2,11,25000,0,0,0,370000
13,6,82000,1,1,0,946000
28,10,205000,0,1,1,460000
28,8,110000,0,1,1,550000
1,2,25000,0,0,0,550000
15,10,35955,1,0,0,350000
37,3,50000,0,0,0,440000
22,7,50000,0,1,0,341000
34,8,32000,0,1,0,300000
93,5,80500,1,1,1,1600000
0,4,60000,0,0,0,250000
1,5,58000,1,1,0,360000
0,3,20000,0,0,0,310000
4,8,70000,0,0,0,250000
64,9,25000,1,1,0,225000
46,4,79000,1,1,0,850000
2,2,15000,0,1,0,700000
71,4,25000,0,0,0,650000
14,4,120000,0,0,0,500000
28,2,30000,0,1,0,850000
17,5,37859,1,1,0,709000
5,8,50000,1,0,0,285000
15,4,70000,0,1,0,600000
65,3,7000,0,0,0,750000
11,3,36000,1,1,0,975000
4,9,43000,1,0,0,245000
19,11,211000,0,1,0,275000
2,7,70000,0,0,1,375000
13,12,150000,1,1,0,505000
33,4,31000,0,0,0,350000
3,6,31700,1,1,0,640000
0,10,25000,0,0,0,160000
2,8,57692,0,1,0,450000
18,4,80000,0,1,0,961000
96,3,2300,1,0,0,325000
46,2,20000,0,1,0,1000000
1,7,75570,1,0,1,430000
65,3,20000,0,1,0,720000
7,6,123000,1,1,0,595000
0,4,14870,0,0,0,298000
11,3,24099,1,1,0,800000
1,7,44500,1,0,0,375000
17,5,70000,0,1,0,900000
5,10,105000,0,0,0,165000
71,3,52000,1,1,0,850000
22,3,15000,0,0,1,550000
21,4,30000,0,0,1,320000
22,5,40000,0,1,0,400000
32,3,50000,0,1,0,860000
93,3,52700,1,1,1,2350000
4,14,80000,0,3,0,125000
4,7,54099,1,0,0,280000
0,9,19455,1,0,0,185000
8,8,104500,0,1,0,540000
8,4,11800,0,0,0,700000
19,7,67000,1,1,0,470000
18,10,40142,1,0,0,310000
2,5,70800,1,1,0,650000
42,6,64300,1,0,0,560000
4,4,5388,0,0,0,409000
31,9,60000,0,1,0,265000
7,9,110000,0,1,0,300000
31,8,95000,0,1,0,220000
3,5,150000,0,1,0,625000
53,10,49000,1,1,1,999000
9,7,42514,1,1,0,525000
41,4,5000,0,0,0,356000
1,2,5000,0,0,1,650000
16,4,57700,1,0,0,750000
21,3,23000,1,0,0,310000
15,6,80000,0,1,0,500000
27,4,30000,0,0,0,275000
16,10,160000,0,0,0,225000
8,9,54000,0,1,0,470000
20,10,252000,0,1,0,800000
22,4,35000,0,0,0,525000
113,3,44000,1,0,1,4500000
7,2,23000,0,0,0,600000
4,4,10000,1,0,0,399000
0,11,80000,1,2,0,150000
15,5,20000,0,1,0,620000
51,9,96500,0,2,0,170000
4,8,44400,1,0,0,300000
0,11,48679,1,0,0,130000
0,11,100000,0,0,0,160000
68,2,10000,0,1,0,1100000
42,9,45000,1,0,0,299000
18,7,142000,0,1,0,551000
18,6,10000,0,0,0,675000
22,6,90000,0,0,0,350000
34,6,46888,1,0,0,400000
2,5,30000,1,0,0,530000
24,7,50000,0,1,0,590000
24,6,15000,0,1,0,950000
8,7,45000,1,0,0,450000
5,12,54000,1,0,0,275000
93,4,46000,1,1,1,1925000
33,5,35000,0,0,0,350000
14,5,30000,0,0,0,475000
24,6,80000,0,1,1,900000
2,11,97780,1,1,0,320000
2,4,25000,0,0,0,650000
28,6,49000,1,1,0,988000
11,6,80000,0,1,0,700000
37,7,35000,0,0,0,190000
28,2,35000,0,1,0,1350000
66,6,39000,1,0,0,799000
15,12,51800,1,0,0,245000
18,6,50000,1,0,1,595000
11,3,40000,0,0,0,770000
22,5,66000,1,1,0,450000
34,10,199000,1,0,0,199000
18,6,58058,1,0,0,500000
22,3,25000,0,0,0,630000
15,6,60000,0,1,0,530000
5,8,75174,1,0,0,345000
11,7,34900,1,1,0,575000
8,6,27900,1,0,0,480000
11,5,48048,1,1,0,575000
4,14,48343,1,0,0,180000
27,4,21300,1,0,0,230000
12,11,58000,0,0,1,840000
12,6,24000,1,1,1,4200000
46,5,103000,0,1,0,675000
0,5,68102,1,0,0,365000
67,3,50000,0,1,0,680000
4,6,27300,1,0,0,319000
33,5,25000,0,0,0,350000
40,5,80000,0,1,1,2200000
18,6,45000,1,1,0,650000
3,5,79000,1,1,0,550000
13,6,181684,1,1,0,975000
18,6,50000,1,0,1,800000
8,2,65000,1,1,1,1100000
8,2,8836,0,0,0,1171000
15,5,61000,1,1,0,550000
28,7,100000,0,1,0,700000
13,6,38500,0,1,0,1250000
4,4,23967,1,0,0,295000
7,1,1500,0,1,0,685000
22,3,22000,1,1,0,660000
33,2,20000,0,1,0,500000
16,6,260000,0,1,1,700000
5,11,31000,1,0,0,210000
109,6,120000,1,1,1,1800000
4,9,50000,0,0,0,265000
22,8,66000,0,1,0,360000
15,3,20000,0,0,0,600000
15,8,63980,1,1,0,450000
15,3,10000,0,1,0,765000
13,8,70000,0,1,0,700000
4,6,25000,1,0,0,350000
1,2,8000,1,0,0,635000
4,10,76239,1,3,0,260000
0,6,30000,0,0,0,210000
2,11,70000,1,0,0,250000
21,5,22000,0,0,0,300000
28,4,59800,1,1,0,850000
27,4,16000,1,0,0,225000
26,3,12000,0,0,0,468000
0,9,105800,0,0,0,160000
35,1,13000,1,0,1,1650000
0,4,20000,0,0,0,350000
77,8,130600,1,1,0,525000
34,7,72000,0,0,0,390000
36,4,20500,0,0,0,350000
1,5,60000,0,0,0,360000
38,11,93800,1,1,1,1450000
31,9,80000,0,1,0,180000
0,6,32000,1,0,0,300000
41,5,26026,1,1,0,400000
22,4,25000,1,0,1,620000
28,3,50000,0,1,0,1450000
15,7,44852,1,0,0,420000
68,2,20000,0,1,0,1030000
1,3,60000,0,1,0,536000
21,3,34000,0,0,0,285000
2,4,39000,1,1,0,850000
19,4,60000,0,1,0,550000
22,6,42380,1,1,0,359000
46,2,25000,0,1,0,950000
3,5,78000,1,1,0,715000
4,5,40000,0,0,0,300000
6,1,5000,0,0,1,1100000
5,8,60000,0,0,0,230000
9,5,120000,0,1,0,700000
15,8,93000,1,1,0,520000
46,8,101000,0,1,0,500000
2,3,15000,0,0,0,700000
1,8,79115,1,1,0,320000
0,4,42691,1,0,0,300000
33,2,10000,0,0,0,470000
4,11,74804,1,0,0,275000
13,14,150000,0,1,0,600000
0,12,35000,1,0,0,225000
4,10,30000,0,0,0,215000
15,8,82000,1,1,0,425000
28,6,55496,1,1,0,925000
34,2,36800,1,1,0,675000
0,6,38568,1,0,0,225000
45,3,65000,0,1,0,600000
18,7,25000,1,1,0,525000
4,8,61996,1,0,0,300000
4,5,32000,1,0,0,350000
4,12,50000,0,0,0,200000
0,5,29000,0,0,0,240000
31,4,44000,1,0,0,580000
29,3,41000,0,1,0,1050000
0,10,68203,1,0,0,210000
19,6,65211,1,1,0,700000
43,3,40000,1,1,1,3580000
21,4,9265,0,0,0,350000
32,4,25000,0,1,0,830000
16,7,70000,1,1,0,470000
14,5,67500,0,0,0,480000
34,6,110000,1,1,0,615000
22,5,18800,0,0,0,450000
16,9,52120,1,0,0,249000
7,7,47500,1,0,0,400000
46,4,18000,0,0,0,675000
0,15,90000,1,0,0,110000
3,7,72341,1,1,0,510000
1,4,77795,1,1,0,475000
15,9,250000,0,1,0,400000
71,4,30000,0,1,0,750000
5,7,60000,0,0,0,285000
1,3,18200,1,0,0,500000
13,9,120000,0,0,0,650000
14,3,31400,1,0,0,635000
18,6,34277,1,0,0,575000
7,11,42500,1,1,0,219000
79,9,186900,1,1,1,1690000
0,5,50000,0,0,0,280000
46,5,90000,0,1,0,550000
14,3,50000,0,0,0,625000
0,8,46783,2,2,0,210000
15,4,23000,1,0,0,525000
0,2,40000,0,0,0,290000
15,11,59117,1,0,0,300000
44,7,32000,1,1,1,1780000
3,8,60000,1,1,0,430000
8,2,9915,1,1,1,1590000
8,8,48265,1,0,1,415000
40,9,80000,0,1,0,500000
2,2,23700,0,0,0,550000
77,6,59000,1,0,0,699000
32,5,40000,0,1,0,700000
37,5,15000,0,0,0,320000
15,10,70000,0,0,0,300000
20,7,139830,1,1,0,1675000
74,4,24000,1,0,1,4700000
3,8,71000,1,1,0,475000
7,4,30000,0,0,0,460000
7,1,15000,0,1,0,700000
2,4,11000,1,0,0,740000
23,11,60200,0,3,0,150000
0,7,80000,0,0,0,210000
15,3,70000,0,1,0,690000
33,3,30000,0,0,0,400000
18,8,8989,1,0,0,525000
1,3,35000,0,1,0,550000
15,1,45000,0,2,0,550000
34,4,10000,0,0,0,500000
0,5,13000,0,0,0,250000
5,9,26099,1,0,0,239000
3,5,55000,1,1,0,750000
2,7,43000,1,0,0,450000
2,6,87000,0,0,0,475000
18,5,31975,1,0,0,539000
3,4,40000,0,1,0,888000
41,4,100000,0,1,0,450000
0,4,11000,1,0,0,285000
19,10,160000,0,1,0,350000
4,12,36259,1,0,0,129000
5,10,30000,0,0,1,225000
1,5,36000,1,0,0,379000
36,4,4000,0,0,1,478000
1,8,40000,0,1,0,350000
8,12,25000,0,0,0,140000
32,2,25000,0,1,0,800000
7,7,67067,1,1,0,425000
7,5,90000,0,1,0,450000
47,3,30000,0,1,0,1100000
9,8,61000,0,1,0,500000
42,4,78000,1,1,0,635000
4,10,78000,1,2,0,210000
15,2,9900,0,1,0,750000
16,8,55000,1,0,0,335000
4,6,32000,1,0,0,350000
17,3,85000,0,1,0,1150000
16,5,28000,1,1,1,565000
18,10,40833,1,0,1,375000
9,8,70000,0,1,0,400000
19,3,22000,0,1,0,780000
23,8,40000,0,0,0,240000
28,11,49000,1,1,0,399000
19,5,80000,0,1,0,650000
0,4,18000,0,0,0,270000
0,5,30000,0,0,0,300000
17,2,40000,0,1,0,1500000
1,4,29000,0,0,0,485000
11,2,40000,1,0,0,825000
13,6,950000,1,1,0,950000
32,5,54287,1,1,0,660000
51,2,40000,0,2,0,400000
36,4,19000,0,0,0,410000
13,4,30000,0,1,0,1950000
2,6,70000,0,0,0,444000
4,5,68000,1,2,0,320000
11,3,10000,0,0,0,780000
8,1,5000,0,0,0,816000
53,5,36000,1,1,1,2790000
15,6,50000,1,0,0,450000
35,2,6076,1,0,0,1149000
18,2,15000,0,1,0,1050000
3,7,80900,1,1,0,475000
13,7,15000,0,1,0,925000
49,2,40000,0,1,0,1525000
33,5,29035,1,0,0,375000
47,6,150000,1,1,0,650000
14,3,20000,1,0,0,570000
47,11,61000,1,1,0,195000
20,9,97000,1,1,0,1299000
0,6,49163,1,0,0,285000
67,3,21000,0,1,0,900000
71,2,13500,0,0,0,775000
19,1,2500,0,1,0,800000
0,13,60000,0,0,0,97000
0,3,10000,0,0,0,320000
7,3,40000,0,0,0,515000
34,5,19000,1,0,0,420000
3,3,30000,0,1,0,950000
34,6,28500,1,1,0,435000
14,3,14000,1,1,0,730000
8,6,34105,1,1,0,549000
4,9,60000,0,0,0,235000
80,3,16000,1,1,1,8200000
27,4,27500,0,0,0,206000
37,6,36000,1,0,0,290000
4,18,150000,0,0,0,65000
28,9,120000,0,1,1,600000
13,9,120000,0,1,0,800000
1,7,32000,1,0,0,393000
34,5,9700,1,1,0,450000
13,9,165000,0,1,0,850000
111,3,13000,0,1,1,2400000
13,8,98000,0,1,0,1000000
4,4,3192,1,0,0,415000
8,2,15000,0,0,1,1250000
42,5,17012,1,0,1,540000
15,8,60000,0,0,0,319000
5,7,17800,0,0,0,325000
9,9,70000,0,1,0,400000
42,4,26000,1,0,0,635000
21,5,30000,0,0,0,225000
42,5,100000,0,1,0,500000
42,5,16000,1,1,0,725000
34,7,85000,0,0,0,290000
36,7,43500,1,0,0,319000
7,1,1332,1,0,0,625000
7,8,55204,1,1,0,475000
2,10,50000,0,1,0,350000
8,2,24500,0,1,0,1000000
22,5,48649,1,1,0,500000
4,2,15000,0,0,0,420000
24,8,40000,0,1,0,850000
67,2,40000,0,1,0,900000
0,9,11500,0,0,0,210000
24,5,70000,0,1,1,1030000
51,9,56000,1,0,0,175000
7,6,70000,0,1,0,425000
31,5,35000,1,0,0,500000
24,4,60000,1,1,1,1250000
11,6,65000,0,1,0,475000
15,3,140000,0,1,0,550000
21,2,7000,0,0,1,490000
57,7,19000,1,1,1,2100000
18,16,90000,0,0,0,125000
7,14,70000,0,1,0,120000
1,5,34000,1,0,0,410000
47,3,60000,0,1,0,1100000
16,5,29432,1,1,0,449000
42,5,49000,1,0,0,499000
15,3,15000,0,0,1,680000
8,14,120000,0,1,0,120000
15,8,60500,0,1,0,450000
26,3,15000,0,0,0,550000
32,4,90000,0,1,0,750000
65,3,50000,0,1,0,730000
51,6,70000,0,0,0,250000
19,7,225000,0,1,0,380000
34,8,35000,0,0,0,335000
13,10,180000,0,1,0,660000
1,1,5600,0,0,0,580000
67,3,50000,0,1,1,1020000
2,6,23114,1,0,0,525000
18,14,75075,1,0,0,200000
37,1,15000,0,0,0,560000
1,7,50000,1,1,0,350000
42,9,46967,1,0,0,259000
47,10,40000,0,1,0,450000
9,7,50000,1,1,0,495000
8,9,40000,0,0,0,389000
1,7,15000,0,0,0,500000
3,4,14636,1,0,0,725000
93,4,31111,1,1,1,1399000
25,3,20000,0,0,0,380000
13,9,250000,0,0,0,800000
5,12,50000,1,0,0,191000
15,8,70000,1,1,0,340000
2,10,38225,1,0,0,240000
34,4,18000,1,0,1,830000
32,3,40000,0,1,0,735000
51,3,20000,0,0,0,400000
18,6,56210,1,1,0,875000
37,6,45000,0,0,0,275000
7,5,65000,1,1,0,399000
2,2,25000,0,0,0,660000
18,14,44621,1,0,0,300000
42,3,44503,1,0,0,600000
4,4,60000,0,2,0,320000
22,6,59000,1,0,0,399000
26,3,16000,0,0,1,500000
36,6,11668,0,0,0,325000
48,2,23000,0,1,0,1000000
14,6,29000,1,1,0,550000
47,11,120000,0,1,0,200000
17,3,105692,1,1,0,1350000
60,14,60000,0,0,0,200000
36,4,40000,0,0,1,420000
32,4,100000,0,1,0,760000
46,8,44500,1,0,0,470000
7,6,62500,0,1,0,460000
3,3,54400,1,1,0,870000
13,11,48000,1,1,0,525000
15,2,7000,1,1,0,890000
43,6,39000,1,1,1,1890000
24,6,40000,0,1,0,700000
15,3,100000,0,1,0,900000
15,8,70000,0,0,0,350000
73,2,23000,0,0,0,550000
0,11,72000,0,2,0,125000
64,9,80000,0,1,0,400000
14,2,6500,0,0,0,730000
5,7,36976,1,0,0,259000
21,5,10000,0,0,0,220000
40,5,120000,1,1,1,2100000
1,7,50000,0,0,0,400000
18,7,85000,0,1,0,520000
21,5,27000,1,0,0,350000
33,3,27120,1,0,0,460000
7,3,37000,1,1,1,775000
24,4,25000,1,1,0,1150000
15,3,50000,0,1,0,600000
18,5,122000,0,1,0,800000
19,3,32525,1,1,0,765000
15,3,20000,0,1,0,710000
31,9,62230,1,1,0,325000
0,12,68000,0,0,0,130000
0,13,35000,0,0,0,140000
18,8,38000,1,0,0,450000
5,9,45160,1,0,0,250000
18,7,35000,1,1,0,511000
5,8,61500,1,0,1,370000
19,3,45000,0,1,0,620000
7,6,50000,0,1,0,550000
22,2,47001,1,1,0,549000
31,11,80000,0,1,0,210000
31,7,88000,0,1,0,240000
27,3,14001,1,0,1,349000
1,6,69000,1,0,1,475000
23,13,70000,1,0,0,150000
13,2,50000,0,1,0,1526000
15,4,70000,0,1,0,648000
18,5,80000,0,0,0,785000
7,6,25000,0,0,0,460000
21,3,25000,1,0,1,370000
3,6,142000,1,1,0,525000
16,2,10000,1,0,1,1150000
51,2,15000,0,0,0,322000
64,7,20000,0,0,0,450000
15,5,40000,0,0,0,500000
2,3,25000,0,0,0,535000
18,10,17000,0,0,1,400000
2,3,1493,1,0,0,699000
5,5,48000,1,0,0,399000
2,4,30000,1,0,0,535000
0,6,48000,1,0,0,215000
48,6,58376,1,1,0,700000
18,2,21000,1,0,0,1025000
19,9,68000,1,1,0,445000
35,2,5000,0,0,0,1560000
77,3,13000,0,0,1,1575000
28,4,51000,0,1,0,1200000
2,12,71000,1,0,0,235000
18,4,55000,1,0,0,575000
65,2,10000,0,1,0,800000
46,4,60000,0,1,0,800000
13,6,165000,0,1,0,830000
2,8,35000,1,0,0,325000
32,5,64000,1,1,0,725000
15,3,47230,1,0,0,625000
11,3,23167,1,0,0,725000
26,4,22115,0,0,0,425000
7,2,38000,1,0,0,632000
4,14,53000,1,0,0,175000
13,3,27000,1,1,1,1849000
2,10,62540,1,0,0,270000
24,4,20000,0,1,1,1350000
0,10,15000,0,0,0,156000
31,11,80000,0,0,0,150000
71,3,22000,1,1,0,895000
28,5,36908,1,1,0,600000
15,6,70000,0,0,0,450000
34,8,58000,1,1,0,460000
18,9,47000,1,0,0,395000
20,10,196777,1,1,0,1200000
1,3,40000,0,0,0,500000
25,3,50000,1,1,0,555000
43,9,34000,1,1,1,995000
22,5,40000,0,1,0,515000
36,2,15000,0,0,0,450000
19,15,340000,0,1,0,250000
0,5,16000,1,0,0,325000
4,15,90000,0,3,0,80000
32,5,80000,0,1,0,650000
18,15,40000,0,0,0,300000
15,8,70000,1,1,0,325000
46,6,80000,0,1,0,625000
0,4,20000,0,0,0,250000
71,4,33000,1,1,0,699000
30,6,30000,0,0,0,450000
47,3,70000,0,1,0,700000
15,9,154600,0,1,0,250000
2,6,66392,1,1,0,625000
34,6,120000,0,1,0,500000
11,6,60000,0,1,0,700000
43,4,20000,1,1,1,2900000
28,6,80000,0,1,0,850000
16,7,68000,1,1,0,375000
28,9,70000,0,1,0,465000
19,9,80000,0,1,0,450000
45,3,40000,0,0,0,550000
19,7,56467,1,1,0,625000
19,3,20000,0,1,0,750000
19,6,107107,1,1,0,525000
15,5,60000,0,0,0,369000
37,6,14000,1,0,1,265000
21,6,30000,0,0,0,200000
